prey_mse,prey_mae,prey_r2,predator_mse,predator_mae,predator_r2
4.8539908440778e-15,4.832506179941465e-08,0.999999999999998,4.3742392115498e-15,4.2355060566046096e-08,0.9999999999999982
1.016463216149311e-15,2.4859905237706315e-08,0.9999999999999972,2.180198920236875e-15,3.2405853267469806e-08,0.9999999999999977
3.700761226571989e-15,3.805160522118989e-08,0.9999999999999977,1.625564891259512e-15,3.0007362366024637e-08,0.9999999999999983
9.016139309453866e-16,2.4242401129859202e-08,0.9999999999999951,8.285087458861927e-16,2.4242401126528536e-08,0.9999999999999918
1.8002640452397505e-15,3.3793449413788146e-08,0.9999999999999979,3.6840725658829904e-15,4.0576457978613867e-08,0.9999999999999979
3.8409905292425965e-15,4.348278043853071e-08,0.9999999999999981,4.745153317564178e-15,4.308700561506118e-08,0.9999999999999973
1.514678560097737e-14,7.027864457054278e-08,0.9999999999999987,6.891088441689706e-15,5.538702010199348e-08,0.9999999999999983
5.349866683912878e-15,4.886865615061353e-08,0.999999999999998,1.020340221367285e-14,6.039857865069998e-08,0.9999999999999986
2.166780176845087e-15,3.5343170162738245e-08,0.9999999999999963,2.087103894286585e-15,3.4275054932031425e-08,0.9999999999999982
3.2051696052739505e-15,3.919601440000031e-08,0.9999999999999987,6.400015312285094e-07,8.004898786542702e-05,0.9999998171997092
1.0138923302987023e-15,2.4293661108620855e-08,0.9999999999999947,9.93631914801564e-16,2.5058984759185332e-08,0.999999999999997
1.5732797484662107e-15,3.0610561382315995e-08,0.9999999999999986,4.276359391496667e-15,4.4448375711159114e-08,0.9999999999999987
1.4399034846299536e-15,2.8007030482557483e-08,0.999999999999995,1.0866017412217316e-15,2.5563240048098735e-08,0.9999999999999964
7.263616905766618e-16,2.145528793295881e-08,0.9999999999999667,8.197139317229256e-16,2.3508071893552083e-08,0.9999999999999487
5.217614814973857e-14,1.196432113920176e-07,0.9999999999999987,6.400031004250531e-07,8.01146376132697e-05,0.9999999906836534
